// Homunculus Database
//
// Structure of Database:
// Class,EvoClass,Name,FoodID,HungryDelay,BaseSize,EvoSize,Race,Element,bASPD,bHP,bSP,bSTR,bAGI,bVIT,bINT,bDEX,bLUK,gnHP,gxHP,gnSP,gxSP,gnSTR,gxSTR,gnAGI,gxAGI,gnVIT,gxVIT,gnINT,gxINT,gnDEX,gxDEX,gnLUK,gxLUK,enHP,exHP,enSP,exSP,enSTR,exSTR,enAGI,exAGI,enVIT,exVIT,enINT,exINT,enDEX,exDEX,enLUK,exLUK,EvoLvl
//
// 01. Class        Homunculus ID.
// 02. EvoClass     Homunculus ID of the evolved version.
// 03. Name         Name of the homunculus.
// 04. FoodID       Item ID of the homunuclus food.
// 05. HungryDelay  Time interval in milliseconds after which the homunculus' hunger value is altered.
// 06. BaseSize     Size of the base homunculus class (0 = small, 1 = normal, 2 = large).
// 07. EvoSize      Size of the evolved homunculus class (0 = small, 1 = normal, 2 = large).
// 08. Race         Race of the homunculus (0 = formless, 1 = undead, 2 = brute, 3 = plant, 4 = insect, 5 = fish, 6 = demon, 7 = demi-human, 8 = angel, 9 = dragon).
// 09. Element      Element of the homunculus (0 = neutral, 1 = water, 2 = earth, 3 = fire, 4 = wind, 5 = poison, 6 = holy, 7 = dark, 8 = ghost, 9 = undead).
//                  The element level is always 1.
// ...
//
// Legend: b: base, gn: growth min, gx: growth max, en: evolution min, ex: evolution max
// NOTE: Only the growth values are in a 1/10 scale, the other stats are 1/1 (eg: 5 gmAGI means 0.5 agi)

// Kugutsu
30500,30500,Kuroari,528,60000,0,1,0,0,700,80,11,11,11,11,11,11,11,30,150,0,7,1,30,1,30,1,30,1,30,1,30,1,30,1200,4800,480,640,10,30,10,30,10,30,20,50,10,50,10,100
30501,30501,Sanshouo,528,60000,0,1,0,0,700,80,11,11,11,11,11,11,11,30,150,0,7,1,30,1,30,1,30,1,30,1,30,1,30,1200,4800,480,640,10,30,10,30,10,30,20,50,10,50,10,100
30502,30502,Sasori,528,60000,0,1,0,0,700,80,11,11,11,11,11,11,11,30,150,0,7,1,30,1,30,1,30,1,30,1,30,1,30,1200,4800,480,640,10,30,10,30,10,30,20,50,10,50,10,100
30503,30503,Kazekage,528,60000,0,1,0,0,700,80,11,11,11,11,11,11,11,30,150,0,7,1,30,1,30,1,30,1,30,1,30,1,30,1200,4800,480,640,10,30,10,30,10,30,20,50,10,50,10,100

// Inuzuka
//          Name,   FID,HDel , , , , ,bASPD	,bHP	,bSP	,bS	,bA	,bV	,bI	,bD	,bL		,gnHP	,gxHP	,gnSP	,gxSP	,gnSTR,gxSTR,gnAGI,gxAGI,gnVIT,gxVIT,gnINT,gxINT,gnDEX,gxDEX,gnLUK,gxLUK	,enHP	,exHP	,enSP,exSP	,enSTR,exSTR,enAGI,exAGI,enVIT,exVIT,enINT,exINT,enDEX,exDEX,enLUK,exLUK
30504,30514,Akamaru,528,60000,0,1,0,0,900	,1000	,100	,50	,10	,10	,0	,40	,10		,4000	,5000	,15		,20		,40    ,50	,10    ,30	,10    ,30	,0    ,0	,40    ,50	,10    ,30		,50000	,100000	,480 ,640	,10   ,30	,10   ,30	,10    ,30	,0    ,0	,10   ,50	,10   ,100
30514,30514,Akamaru,528,60000,0,1,0,0,900	,1000	,100	,50	,10	,10	,0	,40	,10		,4000	,5000	,15		,20		,40    ,50	,10    ,30	,10    ,30	,0    ,0	,40    ,50	,10    ,30		,50000	,100000	,480 ,640	,10   ,30	,10   ,30	,10    ,30	,0    ,0	,10   ,50	,10   ,100

30505,30515,Akamaru,528,60000,0,1,0,0,900	,1000	,100	,50	,10	,10	,0	,40	,10		,4000	,5000	,15		,20		,40    ,50	,10    ,30	,10    ,30	,0    ,0	,40    ,50	,10    ,30		,50000	,100000	,480 ,640	,10   ,30	,10   ,30	,10    ,30	,0    ,0	,10   ,50	,10   ,100
30515,30515,Akamaru,528,60000,0,1,0,0,900	,1000	,100	,50	,10	,10	,0	,40	,10		,4000	,5000	,15		,20		,40    ,50	,10    ,30	,10    ,30	,0    ,0	,40    ,50	,10    ,30		,50000	,100000	,480 ,640	,10   ,30	,10   ,30	,10    ,30	,0    ,0	,10   ,50	,10   ,100

30506,30516,Akamaru,528,60000,0,1,0,0,900	,1000	,100	,50	,10	,10	,0	,40	,10		,4000	,5000	,15		,20		,40    ,50	,10    ,30	,10    ,30	,0    ,0	,40    ,50	,10    ,30		,50000	,100000	,480 ,640	,10   ,30	,10   ,30	,10    ,30	,0    ,0	,10   ,50	,10   ,100
30516,30516,Akamaru,528,60000,0,1,0,0,900	,1000	,100	,50	,10	,10	,0	,40	,10		,4000	,5000	,15		,20		,40    ,50	,10    ,30	,10    ,30	,0    ,0	,40    ,50	,10    ,30		,50000	,100000	,480 ,640	,10   ,30	,10   ,30	,10    ,30	,0    ,0	,10   ,50	,10   ,100

30507,30517,Akamaru,528,60000,0,1,0,0,900	,1000	,100	,50	,10	,10	,0	,40	,10		,4000	,5000	,15		,20		,40    ,50	,10    ,30	,10    ,30	,0    ,0	,40    ,50	,10    ,30		,50000	,100000	,480 ,640	,10   ,30	,10   ,30	,10    ,30	,0    ,0	,10   ,50	,10   ,100
30517,30517,Akamaru,528,60000,0,1,0,0,900	,1000	,100	,50	,10	,10	,0	,40	,10		,4000	,5000	,15		,20		,40    ,50	,10    ,30	,10    ,30	,0    ,0	,40    ,50	,10    ,30		,50000	,100000	,480 ,640	,10   ,30	,10   ,30	,10    ,30	,0    ,0	,10   ,50	,10   ,100

30508,30518,Kuromaru,528,60000,0,1,0,0,900	,1000	,100	,50	,10	,10	,0	,40	,10		,4000	,5000	,15		,20		,40    ,50	,10    ,30	,10    ,30	,0    ,0	,40    ,50	,10    ,30		,50000	,100000	,480 ,640	,10   ,30	,10   ,30	,10    ,30	,0    ,0	,10   ,50	,10   ,100
30518,30518,Kuromaru,528,60000,0,1,0,0,900	,1000	,100	,50	,10	,10	,0	,40	,10		,4000	,5000	,15		,20		,40    ,50	,10    ,30	,10    ,30	,0    ,0	,40    ,50	,10    ,30		,50000	,100000	,480 ,640	,10   ,30	,10   ,30	,10    ,30	,0    ,0	,10   ,50	,10   ,100

30509,30519,Kuromaru,528,60000,0,1,0,0,900	,1000	,100	,50	,10	,10	,0	,40	,10		,4000	,5000	,15		,20		,40    ,50	,10    ,30	,10    ,30	,0    ,0	,40    ,50	,10    ,30		,50000	,100000	,480 ,640	,10   ,30	,10   ,30	,10    ,30	,0    ,0	,10   ,50	,10   ,100
